Position,TrackName,Artist,Streams,URL,date,Region
14,There's Nothing Holdin' Me Back,Shawn Mendes,2479488,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,7/17/17,global
15,XO TOUR Llif3,Lil Uzi Vert,2460502,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,7/17/17,global
16,Despacito (Featuring Daddy Yankee),Luis Fonsi,2140664,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,7/17/17,global
17,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2134559,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,7/17/17,global
18,HUMBLE.,Kendrick Lamar,2120741,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7/17/17,global
19,Something Just Like This,The Chainsmokers,2109570,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,7/17/17,global
20,More Than You Know,Axwell /\ Ingrosso,2062445,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,7/17/17,global
21,There for You,Martin Garrix,2027292,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,7/17/17,global
22,Felices los 4,Maluma,1924732,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,7/17/17,global
23,Congratulations,Post Malone,1920675,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,7/17/17,global
24,Believer,Imagine Dragons,1914598,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,7/17/17,global
25,Slide,Calvin Harris,1878728,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,7/17/17,global
26,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1870105,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,7/17/17,global
27,Signs,Drake,1844185,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,7/17/17,global
28,Sorry Not Sorry,Demi Lovato,1838232,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,7/17/17,global
29,Bad Liar,Selena Gomez,1834950,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,7/17/17,global
30,Me Reh�_so,Danny Ocean,1817230,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,7/17/17,global
31,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1767508,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,7/17/17,global
32,Crying in the Club,Camila Cabello,1762653,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,7/17/17,global
33,Your Song,Rita Ora,1757159,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,7/17/17,global
34,Slow Hands,Niall Horan,1741689,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,7/17/17,global
35,Symphony (feat. Zara Larsson),Clean Bandit,1683429,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,7/17/17,global
36,Stay (with Alessia Cara),Zedd,1602699,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,7/17/17,global
37,That's What I Like,Bruno Mars,1601033,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,7/17/17,global
38,I Like Me Better,Lauv,1512656,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,7/17/17,global
39,It Ain't Me (with Selena Gomez),Kygo,1506852,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,7/17/17,global
40,Mask Off,Future,1501587,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,7/17/17,global
41,SUBEME LA RADIO,Enrique Iglesias,1486051,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,7/17/17,global
42,Redbone,Childish Gambino,1477611,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,7/17/17,global
43,No Promises (feat. Demi Lovato),Cheat Codes,1454689,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,7/17/17,global
44,Location,Khalid,1404568,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,7/17/17,global
45,Esc��pate Conmigo,Wisin,1391817,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,7/17/17,global
46,Galway Girl,Ed Sheeran,1388112,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,7/17/17,global
47,Ahora Dice,Chris Jeday,1298813,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,7/17/17,global
48,Malibu,Miley Cyrus,1292516,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,7/17/17,global
49,Rollin,Calvin Harris,1262449,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,7/17/17,global
50,Butterfly Effect,Travis Scott,1208829,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,7/17/17,global
1,Despacito - Remix,Luis Fonsi,5078970,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,7/18/17,global
2,Wild Thoughts,DJ Khaled,4222353,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,7/18/17,global
3,Unforgettable,French Montana,3724853,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,7/18/17,global
4,2U (feat. Justin Bieber),David Guetta,3619863,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,7/18/17,global
5,Mi Gente,J Balvin,3550032,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,7/18/17,global
6,I'm the One,DJ Khaled,3488712,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,7/18/17,global
7,Feels,Calvin Harris,3303789,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,7/18/17,global
8,Shape of You,Ed Sheeran,3168762,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7/18/17,global
9,Attention,Charlie Puth,3099741,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,7/18/17,global
10,Strip That Down,Liam Payne,2882175,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,7/18/17,global
11,Thunder,Imagine Dragons,2773761,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,7/18/17,global
12,Mama,Jonas Blue,2756658,https://open.spotify.com/track/4GEQd6D1NeNjpf0pbOgJSO,7/18/17,global
13,Fetish (feat. Gucci Mane),Selena Gomez,2630696,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,7/18/17,global
14,There's Nothing Holdin' Me Back,Shawn Mendes,2518512,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,7/18/17,global
15,XO TOUR Llif3,Lil Uzi Vert,2450954,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,7/18/17,global
16,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2167013,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,7/18/17,global
17,Despacito (Featuring Daddy Yankee),Luis Fonsi,2149866,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,7/18/17,global
18,HUMBLE.,Kendrick Lamar,2142405,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7/18/17,global
19,More Than You Know,Axwell /\ Ingrosso,2130679,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,7/18/17,global
20,Something Just Like This,The Chainsmokers,2119318,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,7/18/17,global
21,There for You,Martin Garrix,2083502,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,7/18/17,global
22,Felices los 4,Maluma,1968283,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,7/18/17,global
23,Congratulations,Post Malone,1941344,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,7/18/17,global
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1940763,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,7/18/17,global
25,Believer,Imagine Dragons,1920735,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,7/18/17,global
26,Sorry Not Sorry,Demi Lovato,1908099,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,7/18/17,global
27,Signs,Drake,1893993,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,7/18/17,global
28,Slide,Calvin Harris,1889349,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,7/18/17,global
29,Me Reh�_so,Danny Ocean,1867680,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,7/18/17,global
30,Bad Liar,Selena Gomez,1861379,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,7/18/17,global
31,Your Song,Rita Ora,1822065,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,7/18/17,global
32,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1813014,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,7/18/17,global
33,Crying in the Club,Camila Cabello,1786708,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,7/18/17,global
34,Slow Hands,Niall Horan,1765869,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,7/18/17,global
35,Symphony (feat. Zara Larsson),Clean Bandit,1717459,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,7/18/17,global
36,Stay (with Alessia Cara),Zedd,1645118,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,7/18/17,global
37,That's What I Like,Bruno Mars,1627679,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,7/18/17,global
38,I Like Me Better,Lauv,1581635,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,7/18/17,global
39,It Ain't Me (with Selena Gomez),Kygo,1516928,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,7/18/17,global
40,No Promises (feat. Demi Lovato),Cheat Codes,1510220,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,7/18/17,global
41,Mask Off,Future,1493684,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,7/18/17,global
42,Redbone,Childish Gambino,1480289,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,7/18/17,global
43,SUBEME LA RADIO,Enrique Iglesias,1459418,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,7/18/17,global
44,Esc��pate Conmigo,Wisin,1442278,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,7/18/17,global
45,Location,Khalid,1425400,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,7/18/17,global
46,Galway Girl,Ed Sheeran,1393014,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,7/18/17,global
47,Butterfly Effect,Travis Scott,1340879,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,7/18/17,global
48,Ahora Dice,Chris Jeday,1334613,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,7/18/17,global
49,Malibu,Miley Cyrus,1321542,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,7/18/17,global
50,Rollin,Calvin Harris,1250769,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,7/18/17,global
1,Despacito - Remix,Luis Fonsi,5093683,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,7/19/17,global
2,Wild Thoughts,DJ Khaled,4145194,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,7/19/17,global
3,Unforgettable,French Montana,3695358,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,7/19/17,global
4,Mi Gente,J Balvin,3624815,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,7/19/17,global
5,2U (feat. Justin Bieber),David Guetta,3581402,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,7/19/17,global
6,I'm the One,DJ Khaled,3532906,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,7/19/17,global
7,Feels,Calvin Harris,3264724,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,7/19/17,global
8,Shape of You,Ed Sheeran,3163360,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7/19/17,global
9,Attention,Charlie Puth,3094607,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,7/19/17,global
10,Strip That Down,Liam Payne,2851940,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5,7/19/17,global
11,Thunder,Imagine Dragons,2776117,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,7/19/17,global
12,Mama,Jonas Blue,2695197,https://open.spotify.com/track/4GEQd6D1NeNjpf0pbOgJSO,7/19/17,global
13,Fetish (feat. Gucci Mane),Selena Gomez,2605228,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,7/19/17,global
14,There's Nothing Holdin' Me Back,Shawn Mendes,2513817,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,7/19/17,global
15,XO TOUR Llif3,Lil Uzi Vert,2439048,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,7/19/17,global
16,Despacito (Featuring Daddy Yankee),Luis Fonsi,2179101,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,7/19/17,global
17,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2154884,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,7/19/17,global
18,HUMBLE.,Kendrick Lamar,2123435,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7/19/17,global
19,More Than You Know,Axwell /\ Ingrosso,2111405,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,7/19/17,global
20,Something Just Like This,The Chainsmokers,2101386,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,7/19/17,global
21,Sorry Not Sorry,Demi Lovato,2051562,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,7/19/17,global
22,There for You,Martin Garrix,2039649,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,7/19/17,global
23,Felices los 4,Maluma,1976042,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,7/19/17,global
24,Congratulations,Post Malone,1930815,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,7/19/17,global
25,Believer,Imagine Dragons,1907374,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,7/19/17,global
26,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1882033,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,7/19/17,global
27,Signs,Drake,1881697,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,7/19/17,global
28,Me Reh�_so,Danny Ocean,1869888,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,7/19/17,global
29,Slide,Calvin Harris,1841701,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,7/19/17,global
30,Bad Liar,Selena Gomez,1825722,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,7/19/17,global
31,Your Song,Rita Ora,1781170,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,7/19/17,global
32,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1777719,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,7/19/17,global
33,Crying in the Club,Camila Cabello,1758085,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,7/19/17,global
34,Slow Hands,Niall Horan,1738356,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,7/19/17,global
35,Symphony (feat. Zara Larsson),Clean Bandit,1695942,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,7/19/17,global
36,Stay (with Alessia Cara),Zedd,1630275,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,7/19/17,global
37,That's What I Like,Bruno Mars,1626269,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,7/19/17,global
38,I Like Me Better,Lauv,1585386,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,7/19/17,global
39,It Ain't Me (with Selena Gomez),Kygo,1520293,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,7/19/17,global
40,No Promises (feat. Demi Lovato),Cheat Codes,1496248,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,7/19/17,global
41,Mask Off,Future,1492023,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,7/19/17,global
42,Redbone,Childish Gambino,1478006,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,7/19/17,global
43,SUBEME LA RADIO,Enrique Iglesias,1456740,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,7/19/17,global
44,Esc��pate Conmigo,Wisin,1452268,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,7/19/17,global
45,Location,Khalid,1428266,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,7/19/17,global
46,Butterfly Effect,Travis Scott,1378104,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,7/19/17,global
47,Galway Girl,Ed Sheeran,1370746,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,7/19/17,global
48,Ahora Dice,Chris Jeday,1334888,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,7/19/17,global
49,Malibu,Miley Cyrus,1295085,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,7/19/17,global
50,Rollin,Calvin Harris,1235324,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,7/19/17,global
1,Despacito - Remix,Luis Fonsi,5083811,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,7/20/17,global
2,Wild Thoughts,DJ Khaled,4117703,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,7/20/17,global
3,Mi Gente,J Balvin,3733082,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,7/20/17,global
4,Unforgettable,French Montana,3662196,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,7/20/17,global
5,,,3568811,https://open.spotify.com/track/3RXkboS74UYzN14xTqzPyY,7/20/17,global
6,I'm the One,DJ Khaled,3492880,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,7/20/17,global
7,Feels,Calvin Harris,3248095,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,7/20/17,global
8,Shape of You,Ed Sheeran,3175257,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7/20/17,global
9,Attention,Charlie Puth,3085481,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,7/20/17,global
10,Strip That Down,Liam Payne,2849987,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,7/20/17,global
11,Thunder,Imagine Dragons,2772538,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,7/20/17,global
12,Mama,Jonas Blue,2667212,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,7/20/17,global
13,,,2571960,https://open.spotify.com/track/4JAyIDXOqNM6qHuZML01uX,7/20/17,global
14,There's Nothing Holdin' Me Back,Shawn Mendes,2480435,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,7/20/17,global
15,XO TOUR Llif3,Lil Uzi Vert,2421742,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,7/20/17,global
16,Sorry Not Sorry,Demi Lovato,2236875,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,7/20/17,global
17,Despacito (Featuring Daddy Yankee),Luis Fonsi,2209520,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,7/20/17,global
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2159555,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,7/20/17,global
19,HUMBLE.,Kendrick Lamar,2126705,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7/20/17,global
20,More Than You Know,Axwell /\ Ingrosso,2103174,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,7/20/17,global
21,Something Just Like This,The Chainsmokers,2100573,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,7/20/17,global
22,There for You,Martin Garrix,2037676,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,7/20/17,global
23,Felices los 4,Maluma,2023723,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,7/20/17,global
24,Me Reh�_so,Danny Ocean,1932332,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,7/20/17,global
25,Congratulations,Post Malone,1927812,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,7/20/17,global
26,Believer,Imagine Dragons,1890804,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,7/20/17,global
27,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1871985,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,7/20/17,global
28,Signs,Drake,1827043,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,7/20/17,global
29,Slide,Calvin Harris,1803427,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,7/20/17,global
30,,,1798208,https://open.spotify.com/track/3eFJqPe8VUYrABbFjSauuj,7/20/17,global
31,Your Song,Rita Ora,1781574,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,7/20/17,global
32,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1753583,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,7/20/17,global
33,Crying in the Club,Camila Cabello,1752706,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,7/20/17,global
34,Slow Hands,Niall Horan,1739682,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,7/20/17,global
35,Symphony (feat. Zara Larsson),Clean Bandit,1685951,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,7/20/17,global
36,I Like Me Better,Lauv,1623395,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,7/20/17,global
37,Stay (with Alessia Cara),Zedd,1614649,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,7/20/17,global
38,That's What I Like,Bruno Mars,1599271,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,7/20/17,global
39,,,1520291,https://open.spotify.com/track/3bVbQvGVIe4n24AzyXovXh,7/20/17,global
40,Esc��pate Conmigo,Wisin,1486267,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,7/20/17,global
41,Mask Off,Future,1486109,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,7/20/17,global
42,No Promises (feat. Demi Lovato),Cheat Codes,1475142,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,7/20/17,global
43,Redbone,Childish Gambino,1474034,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,7/20/17,global
44,SUBEME LA RADIO,Enrique Iglesias,1465946,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,7/20/17,global
45,Location,Khalid,1400741,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,7/20/17,global
46,Ahora Dice,Chris Jeday,1373298,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,7/20/17,global
47,Butterfly Effect,Travis Scott,1364250,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,7/20/17,global
48,Galway Girl,Ed Sheeran,1361996,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,7/20/17,global
49,In The End,Linkin Park,1296743,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,7/20/17,global
50,Malibu,Miley Cyrus,1274391,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,7/20/17,global
1,Despacito - Remix,Luis Fonsi,5316493,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,7/21/17,global
2,Wild Thoughts,DJ Khaled,4291044,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,7/21/17,global
3,Mi Gente,J Balvin,3993050,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,7/21/17,global
4,Unforgettable,French Montana,3744979,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,7/21/17,global
5,,,3653533,https://open.spotify.com/track/3RXkboS74UYzN14xTqzPyY,7/21/17,global
6,I'm the One,DJ Khaled,3592784,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,7/21/17,global
7,In The End,Linkin Park,3372366,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,7/21/17,global
8,Feels,Calvin Harris,3367706,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,7/21/17,global
9,Shape of You,Ed Sheeran,3294902,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7/21/17,global
10,Attention,Charlie Puth,3102265,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,7/21/17,global
11,Strip That Down,Liam Payne,2997055,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,7/21/17,global
12,Numb,Linkin Park,2878102,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,7/21/17,global
13,Thunder,Imagine Dragons,2827089,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,7/21/17,global
14,Mama,Jonas Blue,2736899,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,7/21/17,global
15,There's Nothing Holdin' Me Back,Shawn Mendes,2525476,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,7/21/17,global
16,,,2522453,https://open.spotify.com/track/4JAyIDXOqNM6qHuZML01uX,7/21/17,global
17,XO TOUR Llif3,Lil Uzi Vert,2490669,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,7/21/17,global
18,Despacito (Featuring Daddy Yankee),Luis Fonsi,2334318,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,7/21/17,global
19,Heavy (feat. Kiiara),Linkin Park,2324536,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,7/21/17,global
20,Sorry Not Sorry,Demi Lovato,2314800,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,7/21/17,global
21,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2230885,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,7/21/17,global
22,More Than You Know,Axwell /\ Ingrosso,2194220,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,7/21/17,global
23,HUMBLE.,Kendrick Lamar,2186855,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7/21/17,global
24,Something Just Like This,The Chainsmokers,2163889,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,7/21/17,global
25,Felices los 4,Maluma,2117225,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,7/21/17,global
26,Me Reh�_so,Danny Ocean,2042461,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,7/21/17,global
27,There for You,Martin Garrix,2028549,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,7/21/17,global
28,What I've Done,Linkin Park,1977981,https://open.spotify.com/track/4kfm1uI9QGaoN9qm6CkAMn,7/21/17,global
29,Congratulations,Post Malone,1961336,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,7/21/17,global
30,Believer,Imagine Dragons,1906006,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,7/21/17,global
